model_specification,horizon,dependent_variable,sample_size,event_count,r_squared,adjusted_r_squared,covariance_estimator,sample_label,status,term,coefficient,standard_error,ci_lower,ci_upper,p_value_context_only
primary_linear,1,convergence,226,226,0.04002966391739293,0.018212156279151848,HC3,adequate_analysis_sample,estimated_confirmatory,const,0.008652296109371847,0.010640383466128481,-0.012202472265935441,0.029507064484679137,0.4161283829155408
primary_linear,1,convergence,226,226,0.04002966391739293,0.018212156279151848,HC3,adequate_analysis_sample,estimated_confirmatory,EquipmentIndicator,0.006086094981054934,0.004199157108715909,-0.002144101717453592,0.01431629167956346,0.1472367651466618
primary_linear,1,convergence,226,226,0.04002966391739293,0.018212156279151848,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitude,1.874456437007954e-05,0.001984482782248744,-0.0038707702167773013,0.003908259345517461,0.9924636402723733
primary_linear,1,convergence,226,226,0.04002966391739293,0.018212156279151848,HC3,adequate_analysis_sample,estimated_confirmatory,SectorMomentum,-0.06851106621632726,0.027530285241161294,-0.12246943377311799,-0.014552698659536525,0.012825766763074793
primary_linear,1,convergence,226,226,0.04002966391739293,0.018212156279151848,HC3,adequate_analysis_sample,estimated_confirmatory,VolumeMeasure,8.435475482590667e-05,0.007540563387034428,-0.014694877906902937,0.01486358741655475,0.9910744132417435
primary_linear,1,convergence,226,226,0.04002966391739293,0.018212156279151848,HC3,adequate_analysis_sample,estimated_confirmatory,EventDirection,-0.006811947912110899,0.005550118937070492,-0.01768998113868279,0.004066085314460993,0.21969043179895376
targeted_shock_quadratic,1,convergence,226,226,0.04048257696286728,0.014194428386507418,HC3,adequate_analysis_sample,estimated_confirmatory,const,0.012880094349827252,0.02809026659986565,-0.04217581650203782,0.06793600520169232,0.6465751815328589
targeted_shock_quadratic,1,convergence,226,226,0.04048257696286728,0.014194428386507418,HC3,adequate_analysis_sample,estimated_confirmatory,EquipmentIndicator,0.0062296117685655735,0.004305494630999448,-0.002209002643823914,0.014668226180955061,0.14792548050513243
targeted_shock_quadratic,1,convergence,226,226,0.04048257696286728,0.014194428386507418,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitude,-0.001393117959515493,0.010223277144086839,-0.0214303729658972,0.01864413704686621,0.8916084590607357
targeted_shock_quadratic,1,convergence,226,226,0.04048257696286728,0.014194428386507418,HC3,adequate_analysis_sample,estimated_confirmatory,SectorMomentum,-0.0671538083187046,0.029467785244465507,-0.12490960610201782,-0.009398010535391375,0.022673671194778762
targeted_shock_quadratic,1,convergence,226,226,0.04048257696286728,0.014194428386507418,HC3,adequate_analysis_sample,estimated_confirmatory,VolumeMeasure,7.194495957798782e-05,0.007659749561303876,-0.01494088831117409,0.015084778230330064,0.992505900096215
targeted_shock_quadratic,1,convergence,226,226,0.04048257696286728,0.014194428386507418,HC3,adequate_analysis_sample,estimated_confirmatory,EventDirection,-0.006609562909358072,0.006100282051200863,-0.01856589602524789,0.005346770206531746,0.2785932917336651
targeted_shock_quadratic,1,convergence,226,226,0.04048257696286728,0.014194428386507418,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitudeSquared,9.109322223262257e-05,0.000753178572215306,-0.0013851096532366775,0.0015672960977019224,0.9037345570414785
primary_linear,1,initiator_reversal,226,226,0.03661617599408418,0.014721089084858807,HC3,adequate_analysis_sample,estimated_confirmatory,const,0.012092960860650573,0.008047167789219442,-0.0036791981837703425,0.02786511990507149,0.13290097645190221
primary_linear,1,initiator_reversal,226,226,0.03661617599408418,0.014721089084858807,HC3,adequate_analysis_sample,estimated_confirmatory,EquipmentIndicator,-0.003132038090045451,0.0041102820410132395,-0.011188042856733185,0.004923966676642284,0.44605954316266616
primary_linear,1,initiator_reversal,226,226,0.03661617599408418,0.014721089084858807,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitude,-0.0006268144308620145,0.0013648848052235257,-0.0033019394921460915,0.002048310630422062,0.6460593391945622
primary_linear,1,initiator_reversal,226,226,0.03661617599408418,0.014721089084858807,HC3,adequate_analysis_sample,estimated_confirmatory,SectorMomentum,-0.06359962870850969,0.025410034291139843,-0.11340238076507153,-0.013796876651947836,0.012316864812605558
primary_linear,1,initiator_reversal,226,226,0.03661617599408418,0.014721089084858807,HC3,adequate_analysis_sample,estimated_confirmatory,VolumeMeasure,-0.00044154360586933297,0.007220136788561513,-0.014592751674902586,0.01370966446316392,0.9512361931149005
primary_linear,1,initiator_reversal,226,226,0.03661617599408418,0.014721089084858807,HC3,adequate_analysis_sample,estimated_confirmatory,EventDirection,-0.0073364065581355675,0.005354297888099543,-0.017830637581309546,0.003157824465038409,0.1706275329337632
targeted_shock_quadratic,1,initiator_reversal,226,226,0.04377999482553485,0.017582186464590532,HC3,adequate_analysis_sample,estimated_confirmatory,const,-0.0036550796347155,0.0199141202758617,-0.04268603815920328,0.035375878889772276,0.854372681691562
targeted_shock_quadratic,1,initiator_reversal,226,226,0.04377999482553485,0.017582186464590532,HC3,adequate_analysis_sample,estimated_confirmatory,EquipmentIndicator,-0.003666620880646769,0.004169022050099629,-0.011837753949595381,0.004504512188301844,0.3791346546890064
targeted_shock_quadratic,1,initiator_reversal,226,226,0.04377999482553485,0.017582186464590532,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitude,0.004632203841884355,0.006733915193260903,-0.008566027411854093,0.017830435095622803,0.4915210331065668
targeted_shock_quadratic,1,initiator_reversal,226,226,0.04377999482553485,0.017582186464590532,HC3,adequate_analysis_sample,estimated_confirmatory,SectorMomentum,-0.06865525130891932,0.026258135825372942,-0.12012025182781122,-0.01719025079002743,0.008932474199139067
targeted_shock_quadratic,1,initiator_reversal,226,226,0.04377999482553485,0.017582186464590532,HC3,adequate_analysis_sample,estimated_confirmatory,VolumeMeasure,-0.0003953186095502388,0.007175134552659442,-0.014458323916991657,0.013667686697891179,0.9560622719466243
targeted_shock_quadratic,1,initiator_reversal,226,226,0.04377999482553485,0.017582186464590532,HC3,adequate_analysis_sample,estimated_confirmatory,EventDirection,-0.008090266377771426,0.0055468920220446225,-0.01896197496711144,0.0027814422115685893,0.1446965998648686
targeted_shock_quadratic,1,initiator_reversal,226,226,0.04377999482553485,0.017582186464590532,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitudeSquared,-0.00033931130838878555,0.0004615806572386016,-0.0012439927725367722,0.0005653701557592009,0.4622741518475302
primary_linear,5,peer_car,173,173,0.013999892866392472,-0.015521068425032869,HC3,adequate_analysis_sample,estimated_confirmatory,const,0.001611977027222317,0.007162897915363965,-0.012427044911828087,0.01565099896627272,0.8219439775405548
primary_linear,5,peer_car,173,173,0.013999892866392472,-0.015521068425032869,HC3,adequate_analysis_sample,estimated_confirmatory,EquipmentIndicator,-0.000948088290419001,0.004057158997991321,-0.008899973806034602,0.0070037972251966,0.8152312386943118
primary_linear,5,peer_car,173,173,0.013999892866392472,-0.015521068425032869,HC3,adequate_analysis_sample,estimated_confirmatory,ShockMagnitude,-0.0005843540971993321,0.0011136448570809676,-0.0027670579086462844,0.0015983497142476205,0.5997763736155013
primary_linear,5,peer_car,173,173,0.013999892866392472,-0.015521068425032869,HC3,adequate_analysis_sample,estimated_confirmatory,SectorMomentum,0.01571851467230484,0.021806737453760803,-0.027021905357387015,0.058458934701996694,0.47102641496386155
primary_linear,5,peer_car,173,173,0.013999892866392472,-0.015521068425032869,HC3,adequate_analysis_sample,estimated_confirmatory,VolumeMeasure,-0.00424793002586015,0.006854862535496932,-0.017683213714407054,0.009187353662686755,0.535458033021579
primary_linear,5,peer_car,173,173,0.013999892866392472,-0.015521068425032869,HC3,adequate_analysis_sample,estimated_confirmatory,EventDirection,0.004902143480858013,0.004679286980869342,-0.0042690904749730614,0.01407337743668909,0.29481087696970465
