null_iteration,horizon,return_specification,peer_definition,outcome,statistic,sample_size,detected_event_count
106,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.000851093050340509,81,206
106,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.003021952386200562,81,206
106,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.00014887463027738398,30,206
106,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.005637271723874204,30,206
106,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.005786146354151589,30,206
107,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0002186824539959205,183,209
107,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0013034598552037434,183,209
107,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0015221423091996641,183,209
107,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.004711416279516679,138,209
107,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0024227422834440745,138,209
107,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0022886739960726052,138,209
107,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0014464991497000327,92,209
107,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.004177939884122885,92,209
107,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.00273144073442285,92,209
107,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.014831328466392355,33,209
107,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.005552862824293612,33,209
107,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.020384191290685968,33,209
108,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0009930930508408597,161,202
108,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-8.122884625266465e-06,161,202
108,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0009849701662155935,161,202
108,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0004168692736202162,116,202
108,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0015108974986151602,116,202
108,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0019277667722353766,116,202
108,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.00034919591513236144,78,202
108,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0035786182598819003,78,202
108,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0032294223447495375,78,202
108,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.008078948242957507,29,202
108,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.008170778299579812,29,202
108,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,9.183005662230611e-05,29,202
109,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.00041018548422031513,166,206
109,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.000563245402642201,166,206
109,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0009734308868625165,166,206
109,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.00036893742630519444,111,206
109,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0005365792520504568,111,206
109,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0009055166783556505,111,206
109,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0038820485834547246,69,206
109,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.002398932628963945,69,206
109,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.00148311595449078,69,206
109,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.003970559196958205,26,206
109,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0016224979698760472,26,206
109,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.005593057166834252,26,206
110,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0004694157227469888,162,201
110,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0008064389265921828,162,201
110,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0003370232038451935,162,201
110,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.00029577186187323723,115,201
110,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0014250658747473638,115,201
110,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.001129294012874126,115,201
110,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0014008338928582552,77,201
110,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.003163815525298491,77,201
110,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.004564649418156747,77,201
110,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0116347314312277,32,201
110,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0030626256798778444,32,201
110,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.008572105751349856,32,201
111,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0015725701045046043,167,201
111,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-8.139967270890788e-05,167,201
111,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0014911704317956964,167,201
111,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0007674741480788922,120,201
111,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0005030373605606865,120,201
111,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0002644367875182057,120,201
111,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0013505595522222535,87,201
111,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.00046714095556607327,87,201
111,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0008834185966561796,87,201
111,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.01604791422013399,40,201
111,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0020585865699501034,40,201
111,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.013989327650183889,40,201
112,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0006599506480555617,194,237
112,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.00046537586646911377,194,237
112,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.00019457478158644767,194,237
112,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.003766740671635814,135,237
112,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0011935975036158947,135,237
112,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.004960338175251708,135,237
112,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0025522691589423617,93,237
112,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0017013017425947052,93,237
112,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.004253570901537067,93,237
112,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0027504672027395933,40,237
112,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0018681842066352028,40,237
112,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.004618651409374798,40,237
113,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0007464054813646313,178,212
113,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0007427429924842568,178,212
113,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-3.6624888803744013e-06,178,212
113,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0036350907415731723,131,212
113,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0006907122084371826,131,212
113,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0029443785331359903,131,212
113,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.006642892862249863,88,212
113,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0011244640225279356,88,212
113,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.007767356884777798,88,212
113,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.010646397097745598,35,212
113,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0012368901217790639,35,212
113,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.009409506975966533,35,212
114,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0007550819336396741,159,188
114,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.00040805972338511256,159,188
114,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0003470222102545611,159,188
114,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.00045455820649871335,107,188
114,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0007966008573338088,107,188
114,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.000342042650835095,107,188
114,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0035396773720526332,77,188
114,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0004921643426218302,77,188
114,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.003047513029430803,77,188
114,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.013027830170731839,26,188
114,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.004676296061051992,26,188
114,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.017704126231783832,26,188
115,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,1.4991111358547e-05,160,211
115,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.00047622560691276363,160,211
115,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0004912167182713105,160,211
115,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0031397273804367153,108,211
115,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.00041346546260715214,108,211
115,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0027262619178295634,108,211
115,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0017802526899297112,74,211
115,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0018483890540370318,74,211
115,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-6.813636410732045e-05,74,211
115,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.004955016518952421,22,211
115,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.008144155977475072,22,211
115,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.013099172496427492,22,211
116,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0009589400647243702,147,189
116,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.00042247465496324856,147,189
116,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0013814147196876186,147,189
116,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.002059036073986975,102,189
116,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0007593750808764898,102,189
116,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.002818411154863465,102,189
116,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0014737899459606521,70,189
116,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.001296668050664261,70,189
116,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0027704579966249137,70,189
116,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.012564656406138913,25,189
116,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.011330309344267148,25,189
116,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0012343470618717603,25,189
117,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0023535536844499962,155,193
117,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0002818933462275582,155,193
117,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0020716603382224382,155,193
117,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0070992087001870265,111,193
117,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.00013074358936404976,111,193
117,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.006968465110822975,111,193
117,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.005841456473131395,69,193
117,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0008041200627339896,69,193
117,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.006645576535865386,69,193
117,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.004888300175602562,26,193
117,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.014986982678965541,26,193
117,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.010098682503362977,26,193
118,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0020151489451078596,190,224
118,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0004921980362976201,190,224
118,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.00250734698140548,190,224
118,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.002049872919984462,117,224
118,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0002786334020928303,117,224
118,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0023285063220772934,117,224
118,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0029064829243096377,86,224
118,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0025384865363235307,86,224
118,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0003679963879861072,86,224
118,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.002783366443477923,24,224
118,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.009104520123601969,24,224
118,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.006321153680124046,24,224
119,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-9.758729969976311e-06,196,232
119,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0003871491219874441,196,232
119,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.00039690785195742025,196,232
119,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0020561435611710453,123,232
119,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,7.797249067806977e-05,123,232
119,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0019781710704929755,123,232
119,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.005414782451235839,89,232
119,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0015859736723032383,89,232
119,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.007000756123539077,89,232
119,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.010817866587317565,17,232
119,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.009557274626884228,17,232
119,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.020375141214201788,17,232
120,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.00017723017045540298,173,220
120,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-3.630868283651745e-05,173,220
120,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.00021353885329192005,173,220
120,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0007905348092503672,115,220
120,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0019314705468057025,115,220
120,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0011409357375553359,115,220
120,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.003654898467916276,64,220
120,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0019468637986751103,64,220
120,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.005601762266591385,64,220
120,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.009052480038332802,35,220
120,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0030112663528222483,35,220
120,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.012063746391155051,35,220
121,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0029025266115565124,164,203
121,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0010207923417531448,164,203
121,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.003923318953309658,164,203
121,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.003271141225653442,117,203
121,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.002472147435818989,117,203
121,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0057432886614724316,117,203
121,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.00846859786597672,90,203
121,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.002181454135929464,90,203
121,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.010650052001906184,90,203
121,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.006439860295610013,28,203
121,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.009173659575892347,28,203
121,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.015613519871502361,28,203
122,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0007149111375500779,175,226
122,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0005849835009148484,175,226
122,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0012998946384649261,175,226
122,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0025998093589422126,125,226
122,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0014637092167824864,125,226
122,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0011361001421597268,125,226
122,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0027683734823823764,85,226
122,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0029714107237068577,85,226
122,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0002030372413244806,85,226
122,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0008297622182419989,27,226
122,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.005355909235485175,27,226
122,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.006185671453727175,27,226
123,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.00046072391206924116,145,194
123,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0010717024430212604,145,194
123,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0006109785309520188,145,194
123,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0005389609594750486,99,194
123,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0008586095934377173,99,194
123,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.001397570552912766,99,194
123,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0009987138928952734,59,194
123,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0014268792785869905,59,194
123,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0004281653856917181,59,194
123,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.01352165297873549,20,194
123,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0028902261450268205,20,194
123,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.01641187912376231,20,194
124,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0013645071837846637,169,212
124,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-6.660191068331051e-05,169,212
124,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0014311090944679747,169,212
124,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.003214518464817724,106,212
124,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.00030938192134563055,106,212
124,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0029051365434720924,106,212
124,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.00039916410755764506,74,212
124,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.001436705419621665,74,212
124,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.00103754131206402,74,212
124,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.010216320118563788,41,212
124,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.00901714943962523,41,212
124,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0011991706789385604,41,212
125,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.00013931250252392766,187,235
125,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0001384272053110081,187,235
125,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.00027773970783493595,187,235
125,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.005034715037778017,120,235
125,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0007546494016292415,120,235
125,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.005789364439407258,120,235
125,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.002512959963508921,89,235
125,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0016667177940152442,89,235
125,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.004179677757524166,89,235
125,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.007808887459322893,34,235
125,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0032435219318867527,34,235
125,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.011052409391209647,34,235
126,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0005257311503437273,171,208
126,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0003719946767902975,171,208
126,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0008977258271340245,171,208
126,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.001909017271897265,118,208
126,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0013710114778032491,118,208
126,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0005380057940940155,118,208
126,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,9.004611709048323e-06,85,208
126,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.000849684055313496,85,208
126,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0008406794436044477,85,208
126,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.00046337653128410844,26,208
126,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.000472822940426522,26,208
126,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,9.446409142413553e-06,26,208
127,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.00013563200050433402,167,203
127,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0006009926464203519,167,203
127,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0007366246469246862,167,203
127,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.005005640222806593,110,203
127,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.001581585186024394,110,203
127,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0034240550367822,110,203
127,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.006126341015137418,70,203
127,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0018096358245433255,70,203
127,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.004316705190594093,70,203
127,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.019707324397212116,29,203
127,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0003014662054703708,29,203
127,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.02000879060268249,29,203
128,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.00022701640999107874,169,218
128,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0007930025495838907,169,218
128,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0010200189595749695,169,218
128,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-8.627103565655841e-05,120,218
128,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0011311677690643452,120,218
128,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0010448967334077874,120,218
128,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.0002529501503019869,80,218
128,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.00022174736859441533,80,218
128,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.0004746975188964019,80,218
128,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.01441102517834493,27,218
128,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.009167127183686518,27,218
128,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.00524389799465841,27,218
129,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.00021159650738416508,188,237
129,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0006434580944268589,188,237
129,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.00043186158704269377,188,237
129,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0007271685689049957,135,237
129,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,8.211315198820486e-06,135,237
129,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0007353798841038166,135,237
129,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0027872338462219767,86,237
129,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,3.127475953916386e-05,86,237
129,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0028185086057611404,86,237
129,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.019218668469751163,33,237
129,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0053236841351488725,33,237
129,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.024542352604900033,33,237
130,1,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0010756670476746758,166,209
130,1,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0012515614978199875,166,209
130,1,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.002327228545494663,166,209
130,3,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0018961537198470659,118,209
130,3,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,-0.0002699858811714707,118,209
130,3,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0016261678386755953,118,209
130,5,semiconductor_adjusted_return,economic_subsector_peers,convergence,-0.0029520858350806046,74,209
130,5,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0008664771543543272,74,209
130,5,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,-0.0038185629894349317,74,209
130,10,semiconductor_adjusted_return,economic_subsector_peers,convergence,0.006305206690139391,35,209
130,10,semiconductor_adjusted_return,economic_subsector_peers,peer_catchup,0.0015980123257268207,35,209
130,10,semiconductor_adjusted_return,economic_subsector_peers,initiator_reversal,0.004707194364412569,35,209
